Student_ID,Q1_Matric_Subject,Q2_Intermediate_Program,Q3_Grade_Bucket,Q4_Math_Aptitude,Q5_Verbal_Skills,Q6_Creative_Interest,Q7_Tech_Orientation,Q8_Study_Duration,Q9_Work_Environment,Q10_Career_Track
132,Science with Biology,FSc Pre-Engineering,70% – 80% (A Grade),5,4,1,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Engineering & Architecture
133,Arts / Humanities,FA / Humanities,Above 80% (A-1 Grade),2,5,3,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
134,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,4,3,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
135,Science with Computer Science,FA / Humanities,60% – 70% (B Grade),2,4,3,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
136,Science with Computer Science,FSc Pre-Engineering,Above 80% (A-1 Grade),5,4,3,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
137,Arts / Humanities,FSc Pre-Medical,70% – 80% (A Grade),3,5,3,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
138,Science with Computer Science,FSc Pre-Engineering,Above 80% (A-1 Grade),5,4,4,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
139,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),4,3,2,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
140,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),2,4,4,3,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
141,Arts / Humanities,FSc Pre-Medical,70% – 80% (A Grade),2,5,4,2,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
142,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),1,5,4,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
143,Science with Computer Science,FSc Pre-Engineering,Above 80% (A-1 Grade),5,2,3,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Engineering & Architecture
144,Arts / Humanities,FSc Pre-Medical,70% – 80% (A Grade),1,5,3,2,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
145,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),4,4,2,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
146,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),4,4,2,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
147,Arts / Humanities,FSc Pre-Engineering,60% – 70% (B Grade),3,4,4,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
148,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),1,5,4,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
149,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),1,4,5,3,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
150,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),5,3,3,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
151,Science with Computer Science,FSc Pre-Engineering,Above 80% (A-1 Grade),4,3,3,5,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
152,Arts / Humanities,ICS (Intermediate in Computer Science),60% – 70% (B Grade),2,3,4,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
153,Science with Computer Science,FSc Pre-Engineering,70% – 80% (A Grade),3,2,1,2,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
154,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),2,4,4,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
155,Science with Biology,FSc Pre-Medical,70% – 80% (A Grade),4,4,1,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
156,Science with Biology,I.Com (Commerce),70% – 80% (A Grade),3,5,2,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
157,Science with Biology,FSc Pre-Medical,70% – 80% (A Grade),3,5,1,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
158,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),1,4,2,1,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
159,Arts / Humanities,FSc Pre-Engineering,70% – 80% (A Grade),3,4,3,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
160,Science with Biology,I.Com (Commerce),Above 80% (A-1 Grade),2,3,4,3,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
161,Science with Biology,FA / Humanities,70% – 80% (A Grade),1,4,5,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
162,Science with Biology,FSc Pre-Medical,70% – 80% (A Grade),2,4,1,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
163,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),2,5,4,3,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
164,Science with Computer Science,FSc Pre-Engineering,Above 80% (A-1 Grade),5,3,3,5,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
165,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),2,4,4,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
166,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),3,3,1,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
167,Science with Biology,FA / Humanities,70% – 80% (A Grade),2,3,4,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
168,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),2,4,4,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
169,Science with Biology,FSc Pre-Engineering,Above 80% (A-1 Grade),3,2,3,3,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
170,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),5,1,3,4,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
171,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),3,5,2,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
172,Science with Biology,FSc Pre-Engineering,Above 80% (A-1 Grade),4,3,2,5,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Engineering & Architecture
173,Science with Biology,FSc Pre-Engineering,70% – 80% (A Grade),4,2,2,4,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
174,Science with Biology,FSc Pre-Engineering,70% – 80% (A Grade),5,2,3,5,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
175,Science with Computer Science,I.Com (Commerce),Below 60% (C Grade or lower),3,4,4,5,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
176,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),5,4,1,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
177,Science with Computer Science,FA / Humanities,60% – 70% (B Grade),3,5,1,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
178,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),3,4,4,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
179,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),2,3,3,4,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
180,Science with Biology,FSc Pre-Engineering,70% – 80% (A Grade),5,3,3,4,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
181,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,4,1,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
182,Science with Biology,FSc Pre-Medical,70% – 80% (A Grade),5,3,2,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
183,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),2,2,4,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
184,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),3,3,4,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
185,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),5,4,3,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
186,Science with Computer Science,FSc Pre-Engineering,Above 80% (A-1 Grade),5,2,2,2,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
187,Science with Computer Science,I.Com (Commerce),60% – 70% (B Grade),3,2,4,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
188,Science with Biology,FA / Humanities,70% – 80% (A Grade),2,5,4,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
189,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),5,4,3,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
190,Science with Computer Science,FSc Pre-Engineering,70% – 80% (A Grade),5,3,3,5,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
191,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),5,3,2,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
192,Science with Biology,FSc Pre-Engineering,Above 80% (A-1 Grade),4,1,2,4,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
193,Science with Biology,FSc Pre-Medical,70% – 80% (A Grade),4,5,2,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
194,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),1,4,4,3,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
195,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),3,4,1,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
196,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),1,4,5,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
197,Science with Computer Science,FSc Pre-Engineering,70% – 80% (A Grade),5,4,3,5,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
198,Science with Biology,I.Com (Commerce),70% – 80% (A Grade),3,4,1,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
199,Arts / Humanities,FA / Humanities,Above 80% (A-1 Grade),2,5,3,3,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
